program,size,time
omp,40,2.5144000000000006
omp,41,1.0754000000000001
omp,42,0.7403
omp,43,0.4519
omp,44,0.1801
omp,45,0.13290000000000002
omp,46,0.1402
omp,47,0.08920000000000002
omp,48,0.08619999999999997
cu,40,1.4641
cu,41,1.4677
cu,42,1.4337
cu,43,1.3813
cu,44,1.4366999999999999
cu,45,1.4585
cu,46,1.4367999999999999
cu,47,1.4288
cu,48,1.4412
