==103744== NVPROF is profiling process 103744, command: ./0123HomeWork 1 64
==103744== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==103744== Profiling application: ./0123HomeWork 1 64
==103744== Profiling result:
==103744== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-PCIE-16GB (0)"
    Kernel: find_hash(int, int)
          1                     fb_subp0_read_sectors           0           0           0           0
          1                     fb_subp1_read_sectors          16          16          16          16
          1                    fb_subp0_write_sectors           4           4           4           4
          1                    fb_subp1_write_sectors          16          16          16          16
          1              l2_subp0_write_sector_misses           4           4           4           4
          1              l2_subp1_write_sector_misses           0           0           0           0
          1               l2_subp0_read_sector_misses           0           0           0           0
          1               l2_subp1_read_sector_misses           0           0           0           0
          1          l2_subp0_read_tex_sector_queries     1783870     1783870     1783870     1783870
          1          l2_subp1_read_tex_sector_queries     1911284     1911284     1911284     1911284
          1         l2_subp0_write_tex_sector_queries   108047280   108047280   108047280   108047280
          1         l2_subp1_write_tex_sector_queries   108047313   108047313   108047313   108047313
          1             l2_subp0_read_tex_hit_sectors     1529012     1529012     1529012     1529012
          1             l2_subp1_read_tex_hit_sectors     2166090     2166090     2166090     2166090
          1            l2_subp0_write_tex_hit_sectors   108047076   108047076   108047076   108047076
          1            l2_subp1_write_tex_hit_sectors   108047113   108047113   108047113   108047113
          1        l2_subp0_total_read_sector_queries     1544268     1544268     1544268     1544268
          1        l2_subp1_total_read_sector_queries     2181243     2181243     2181243     2181243
          1       l2_subp0_total_write_sector_queries   110595583   110595583   110595583   110595583
          1       l2_subp1_total_write_sector_queries   105499087   105499087   105499087   105499087
          1                         elapsed_cycles_sm  6.8228e+10  6.8228e+10  6.8228e+10  6.8228e+10
          1                              generic_load     6625528     6625528     6625528     6625528
          1                             generic_store    43320760    43320760    43320760    43320760
          1                               global_load      127416      127416      127416      127416
          1                              global_store          33          33          33          33
          1                                local_load    16309024    16309024    16309024    16309024
          1                               local_store    10702880    10702880    10702880    10702880
