==32365== NVPROF is profiling process 32365, command: ./0123HomeWork 16 16
==32365== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==32365== Profiling application: ./0123HomeWork 16 16
==32365== Profiling result:
==32365== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-PCIE-16GB (0)"
    Kernel: find_hash(int, int)
          1                     fb_subp0_read_sectors         978         978         978         978
          1                     fb_subp1_read_sectors         524         524         524         524
          1                    fb_subp0_write_sectors        5985        5985        5985        5985
          1                    fb_subp1_write_sectors        5854        5854        5854        5854
          1              l2_subp0_write_sector_misses        5458        5458        5458        5458
          1              l2_subp1_write_sector_misses        5350        5350        5350        5350
          1               l2_subp0_read_sector_misses        1024        1024        1024        1024
          1               l2_subp1_read_sector_misses         988         988         988         988
          1          l2_subp0_read_tex_sector_queries    38652024    38652024    38652024    38652024
          1          l2_subp1_read_tex_sector_queries    42710853    42710853    42710853    42710853
          1         l2_subp0_write_tex_sector_queries  2340620280  2340620280  2340620280  2340620280
          1         l2_subp1_write_tex_sector_queries  2273441001  2273441001  2273441001  2273441001
          1             l2_subp0_read_tex_hit_sectors    36060514    36060514    36060514    36060514
          1             l2_subp1_read_tex_hit_sectors    45558565    45558565    45558565    45558565
          1            l2_subp0_write_tex_hit_sectors  2313344936  2313344936  2313344936  2313344936
          1            l2_subp1_write_tex_hit_sectors  2286279993  2286279993  2286279993  2286279993
          1        l2_subp0_total_read_sector_queries    37822484    37822484    37822484    37822484
          1        l2_subp1_total_read_sector_queries    43260353    43260353    43260353    43260353
          1       l2_subp0_total_write_sector_queries  2295754956  2295754956  2295754956  2295754956
          1       l2_subp1_total_write_sector_queries  2310668085  2310668085  2310668085  2310668085
          1                         elapsed_cycles_sm  3.2733e+11  3.2733e+11  3.2733e+11  3.2733e+11
          1                              generic_load   280564856   280564856   280564856   280564856
          1                             generic_store  1834462520  1834462520  1834462520  1834462520
          1                               global_load     5395494     5395494     5395494     5395494
          1                              global_store          33          33          33          33
          1                                local_load   694290080   694290080   694290080   694290080
          1                               local_store   455628676   455628676   455628676   455628676
