==48941== NVPROF is profiling process 48941, command: ./0123HomeWork 4 256
==48941== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==48941== Profiling application: ./0123HomeWork 4 256
==48941== Profiling result:
==48941== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-PCIE-16GB (0)"
    Kernel: find_hash(int, int)
          1                     fb_subp0_read_sectors          80          80          80          80
          1                     fb_subp1_read_sectors          16          16          16          16
          1                    fb_subp0_write_sectors         316         316         316         316
          1                    fb_subp1_write_sectors         182         182         182         182
          1              l2_subp0_write_sector_misses         276         276         276         276
          1              l2_subp1_write_sector_misses         332         332         332         332
          1               l2_subp0_read_sector_misses          56          56          56          56
          1               l2_subp1_read_sector_misses          64          64          64          64
          1          l2_subp0_read_tex_sector_queries    13967712    13967712    13967712    13967712
          1          l2_subp1_read_tex_sector_queries    13254545    13254545    13254545    13254545
          1         l2_subp0_write_tex_sector_queries   479017720   479017720   479017720   479017720
          1         l2_subp1_write_tex_sector_queries   487987113   487987113   487987113   487987113
          1             l2_subp0_read_tex_hit_sectors    13698454    13698454    13698454    13698454
          1             l2_subp1_read_tex_hit_sectors    12988663    12988663    12988663    12988663
          1            l2_subp0_write_tex_hit_sectors   503426208   503426208   503426208   503426208
          1            l2_subp1_write_tex_hit_sectors   512849121   512849121   512849121   512849121
          1        l2_subp0_total_read_sector_queries    13307296    13307296    13307296    13307296
          1        l2_subp1_total_read_sector_queries    12821914    12821914    12821914    12821914
          1       l2_subp0_total_write_sector_queries   489586635   489586635   489586635   489586635
          1       l2_subp1_total_write_sector_queries   498750587   498750587   498750587   498750587
          1                         elapsed_cycles_sm  2.9070e+10  2.9070e+10  2.9070e+10  2.9070e+10
          1                              generic_load    29384056    29384056    29384056    29384056
          1                             generic_store   192126520   192126520   192126520   192126520
          1                               global_load      565110      565110      565110      565110
          1                              global_store          33          33          33          33
          1                                local_load    76881312    76881312    76881312    76881312
          1                               local_store    50455004    50455004    50455004    50455004
