==24279== NVPROF is profiling process 24279, command: ./0123HomeWork 32 128
==24279== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==24279== Profiling application: ./0123HomeWork 32 128
==24279== Profiling result:
==24279== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-PCIE-16GB (0)"
    Kernel: find_hash(int, int)
          1                     fb_subp0_read_sectors           0           0           0           0
          1                     fb_subp1_read_sectors        1019        1019        1019        1019
          1                    fb_subp0_write_sectors    10432481    10432481    10432481    10432481
          1                    fb_subp1_write_sectors    11317619    11317619    11317619    11317619
          1              l2_subp0_write_sector_misses    10790948    10790948    10790948    10790948
          1              l2_subp1_write_sector_misses    10958473    10958473    10958473    10958473
          1               l2_subp0_read_sector_misses           8           8           8           8
          1               l2_subp1_read_sector_misses           8           8           8           8
          1          l2_subp0_read_tex_sector_queries    11690980    11690980    11690980    11690980
          1          l2_subp1_read_tex_sector_queries    12637222    12637222    12637222    12637222
          1         l2_subp0_write_tex_sector_queries   715395648   715395648   715395648   715395648
          1         l2_subp1_write_tex_sector_queries   712317025   712317025   712317025   712317025
          1             l2_subp0_read_tex_hit_sectors    11694244    11694244    11694244    11694244
          1             l2_subp1_read_tex_hit_sectors    12640770    12640770    12640770    12640770
          1            l2_subp0_write_tex_hit_sectors   715621368   715621368   715621368   715621368
          1            l2_subp1_write_tex_hit_sectors   712549225   712549225   712549225   712549225
          1        l2_subp0_total_read_sector_queries    11696662    11696662    11696662    11696662
          1        l2_subp1_total_read_sector_queries    12643873    12643873    12643873    12643873
          1       l2_subp0_total_write_sector_queries   715809860   715809860   715809860   715809860
          1       l2_subp1_total_write_sector_queries   712737350   712737350   712737350   712737350
          1                         elapsed_cycles_sm  8807113654  8807113654  8807113654  8807113654
          1                              generic_load    43776356    43776356    43776356    43776356
          1                             generic_store   286230020   286230020   286230020   286230020
          1                               global_load      841981      841981      841981      841981
          1                              global_store          33          33          33          33
          1                                local_load   107712544   107712544   107712544   107712544
          1                               local_store    70692992    70692992    70692992    70692992
