==24166== NVPROF is profiling process 24166, command: ./0123HomeWork 32 128
==24166== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==24166== Profiling application: ./0123HomeWork 32 128
==24166== Profiling result:
==24166== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-PCIE-16GB (0)"
    Kernel: find_hash(int, int)
          1                     fb_subp0_read_sectors           0           0           0           0
          1                     fb_subp1_read_sectors         272         272         272         272
          1                    fb_subp0_write_sectors     2198369     2198369     2198369     2198369
          1                    fb_subp1_write_sectors     2355121     2355121     2355121     2355121
          1              l2_subp0_write_sector_misses     2262325     2262325     2262325     2262325
          1              l2_subp1_write_sector_misses     2293774     2293774     2293774     2293774
          1               l2_subp0_read_sector_misses           0           0           0           0
          1               l2_subp1_read_sector_misses           0           0           0           0
          1          l2_subp0_read_tex_sector_queries     2438486     2438486     2438486     2438486
          1          l2_subp1_read_tex_sector_queries     2638936     2638936     2638936     2638936
          1         l2_subp0_write_tex_sector_queries   149004320   149004320   149004320   149004320
          1         l2_subp1_write_tex_sector_queries   148365057   148365057   148365057   148365057
          1             l2_subp0_read_tex_hit_sectors     2438390     2438390     2438390     2438390
          1             l2_subp1_read_tex_hit_sectors     2639408     2639408     2639408     2639408
          1            l2_subp0_write_tex_hit_sectors   149262752   149262752   149262752   149262752
          1            l2_subp1_write_tex_hit_sectors   148622209   148622209   148622209   148622209
          1        l2_subp0_total_read_sector_queries     2442050     2442050     2442050     2442050
          1        l2_subp1_total_read_sector_queries     2642469     2642469     2642469     2642469
          1       l2_subp0_total_write_sector_queries   149229124   149229124   149229124   149229124
          1       l2_subp1_total_write_sector_queries   148588262   148588262   148588262   148588262
          1                         elapsed_cycles_sm  1838335468  1838335468  1838335468  1838335468
          1                              generic_load     9130160     9130160     9130160     9130160
          1                             generic_store    59697200    59697200    59697200    59697200
          1                               global_load      175708      175708      175708      175708
          1                              global_store          33          33          33          33
          1                                local_load    22445600    22445600    22445600    22445600
          1                               local_store    14736560    14736560    14736560    14736560
