==23976== NVPROF is profiling process 23976, command: ./0123HomeWork 32 128
==23976== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==23976== Profiling application: ./0123HomeWork 32 128
==23976== Profiling result:
==23976== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-PCIE-16GB (0)"
    Kernel: find_hash(int, int)
          1                     fb_subp0_read_sectors           0           0           0           0
          1                     fb_subp1_read_sectors         220         220         220         220
          1                    fb_subp0_write_sectors    14815300    14815300    14815300    14815300
          1                    fb_subp1_write_sectors    16038766    16038766    16038766    16038766
          1              l2_subp0_write_sector_misses    15320612    15320612    15320612    15320612
          1              l2_subp1_write_sector_misses    15561915    15561915    15561915    15561915
          1               l2_subp0_read_sector_misses           8           8           8           8
          1               l2_subp1_read_sector_misses           8           8           8           8
          1          l2_subp0_read_tex_sector_queries    16627152    16627152    16627152    16627152
          1          l2_subp1_read_tex_sector_queries    18004442    18004442    18004442    18004442
          1         l2_subp0_write_tex_sector_queries  1018510720  1018510720  1018510720  1018510720
          1         l2_subp1_write_tex_sector_queries  1014138017  1014138017  1014138017  1014138017
          1             l2_subp0_read_tex_hit_sectors    16621988    16621988    16621988    16621988
          1             l2_subp1_read_tex_hit_sectors    18000986    18000986    18000986    18000986
          1            l2_subp0_write_tex_hit_sectors  1018510352  1018510352  1018510352  1018510352
          1            l2_subp1_write_tex_hit_sectors  1014139249  1014139249  1014139249  1014139249
          1        l2_subp0_total_read_sector_queries    16621194    16621194    16621194    16621194
          1        l2_subp1_total_read_sector_queries    17999105    17999105    17999105    17999105
          1       l2_subp0_total_write_sector_queries  1017670859  1017670859  1017670859  1017670859
          1       l2_subp1_total_write_sector_queries  1013305775  1013305775  1013305775  1013305775
          1                         elapsed_cycles_sm  1.2529e+10  1.2529e+10  1.2529e+10  1.2529e+10
          1                              generic_load    62288928    62288928    62288928    62288928
          1                             generic_store   407273760   407273760   407273760   407273760
          1                               global_load     1197992     1197992     1197992     1197992
          1                              global_store          33          33          33          33
          1                                local_load   153347616   153347616   153347616   153347616
          1                               local_store   100641008   100641008   100641008   100641008
