==102955== NVPROF is profiling process 102955, command: ./0123HomeWork 1 128
==102955== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==102955== Profiling application: ./0123HomeWork 1 128
==102955== Profiling result:
==102955== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-PCIE-16GB (0)"
    Kernel: find_hash(int, int)
          1                     fb_subp0_read_sectors         798         798         798         798
          1                     fb_subp1_read_sectors           0           0           0           0
          1                    fb_subp0_write_sectors         392         392         392         392
          1                    fb_subp1_write_sectors           8           8           8           8
          1              l2_subp0_write_sector_misses         389         389         389         389
          1              l2_subp1_write_sector_misses         435         435         435         435
          1               l2_subp0_read_sector_misses         986         986         986         986
          1               l2_subp1_read_sector_misses         956         956         956         956
          1          l2_subp0_read_tex_sector_queries     1167404     1167404     1167404     1167404
          1          l2_subp1_read_tex_sector_queries     1250786     1250786     1250786     1250786
          1         l2_subp0_write_tex_sector_queries    70706656    70706656    70706656    70706656
          1         l2_subp1_write_tex_sector_queries    70706689    70706689    70706689    70706689
          1             l2_subp0_read_tex_hit_sectors     1167402     1167402     1167402     1167402
          1             l2_subp1_read_tex_hit_sectors     1250788     1250788     1250788     1250788
          1            l2_subp0_write_tex_hit_sectors    70706656    70706656    70706656    70706656
          1            l2_subp1_write_tex_hit_sectors    70706689    70706689    70706689    70706689
          1        l2_subp0_total_read_sector_queries     1183738     1183738     1183738     1183738
          1        l2_subp1_total_read_sector_queries     1266205     1266205     1266205     1266205
          1       l2_subp0_total_write_sector_queries    70706671    70706671    70706671    70706671
          1       l2_subp1_total_write_sector_queries    70706699    70706699    70706699    70706699
          1                         elapsed_cycles_sm  2.7548e+10  2.7548e+10  2.7548e+10  2.7548e+10
          1                              generic_load     4335760     4335760     4335760     4335760
          1                             generic_store    28349200    28349200    28349200    28349200
          1                               global_load       83384       83384       83384       83384
          1                              global_store          33          33          33          33
          1                                local_load    10672672    10672672    10672672    10672672
          1                               local_store     7004128     7004128     7004128     7004128
