==29661== NVPROF is profiling process 29661, command: ./0123HomeWork 32 1
==29661== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==29661== Profiling application: ./0123HomeWork 32 1
==29661== Profiling result:
==29661== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-PCIE-16GB (0)"
    Kernel: find_hash(int, int)
          1                     fb_subp0_read_sectors         157         157         157         157
          1                     fb_subp1_read_sectors        2404        2404        2404        2404
          1                    fb_subp0_write_sectors        1297        1297        1297        1297
          1                    fb_subp1_write_sectors       17580       17580       17580       17580
          1              l2_subp0_write_sector_misses        1328        1328        1328        1328
          1              l2_subp1_write_sector_misses        1247        1247        1247        1247
          1               l2_subp0_read_sector_misses         188         188         188         188
          1               l2_subp1_read_sector_misses         196         196         196         196
          1          l2_subp0_read_tex_sector_queries    15767593    15767593    15767593    15767593
          1          l2_subp1_read_tex_sector_queries    21587853    21587853    21587853    21587853
          1         l2_subp0_write_tex_sector_queries   987199758   987199758   987199758   987199758
          1         l2_subp1_write_tex_sector_queries   987338139   987338139   987338139   987338139
          1             l2_subp0_read_tex_hit_sectors    16442314    16442314    16442314    16442314
          1             l2_subp1_read_tex_hit_sectors    20815608    20815608    20815608    20815608
          1            l2_subp0_write_tex_hit_sectors   999906840   999906840   999906840   999906840
          1            l2_subp1_write_tex_hit_sectors   979834385   979834385   979834385   979834385
          1        l2_subp0_total_read_sector_queries    16220932    16220932    16220932    16220932
          1        l2_subp1_total_read_sector_queries    21182059    21182059    21182059    21182059
          1       l2_subp0_total_write_sector_queries   986749722   986749722   986749722   986749722
          1       l2_subp1_total_write_sector_queries   989976146   989976146   989976146   989976146
          1                         elapsed_cycles_sm  1.3911e+11  1.3911e+11  1.3911e+11  1.3911e+11
          1                              generic_load   242150740   242150740   242150740   242150740
          1                             generic_store  1583293300  1583293300  1583293300  1583293300
          1                               global_load     4656777     4656777     4656777     4656777
          1                              global_store          33          33          33          33
          1                                local_load   597674272   597674272   597674272   597674272
          1                               local_store   392225384   392225384   392225384   392225384
