==101803== NVPROF is profiling process 101803, command: ./0123HomeWork 1 256
==101803== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==101803== Profiling application: ./0123HomeWork 1 256
==101803== Profiling result:
==101803== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-PCIE-16GB (0)"
    Kernel: find_hash(int, int)
          1                     fb_subp0_read_sectors          40          40          40          40
          1                     fb_subp1_read_sectors         112         112         112         112
          1                    fb_subp0_write_sectors          74          74          74          74
          1                    fb_subp1_write_sectors          40          40          40          40
          1              l2_subp0_write_sector_misses          50          50          50          50
          1              l2_subp1_write_sector_misses          45          45          45          45
          1               l2_subp0_read_sector_misses          24          24          24          24
          1               l2_subp1_read_sector_misses          32          32          32          32
          1          l2_subp0_read_tex_sector_queries    32595234    32595234    32595234    32595234
          1          l2_subp1_read_tex_sector_queries    28751965    28751965    28751965    28751965
          1         l2_subp0_write_tex_sector_queries  1037671952  1037671952  1037671952  1037671952
          1         l2_subp1_write_tex_sector_queries  1087801041  1087801041  1087801041  1087801041
          1             l2_subp0_read_tex_hit_sectors    31674926    31674926    31674926    31674926
          1             l2_subp1_read_tex_hit_sectors    27898019    27898019    27898019    27898019
          1            l2_subp0_write_tex_hit_sectors  1037667024  1037667024  1037667024  1037667024
          1            l2_subp1_write_tex_hit_sectors  1087795793  1087795793  1087795793  1087795793
          1        l2_subp0_total_read_sector_queries    32123046    32123046    32123046    32123046
          1        l2_subp1_total_read_sector_queries    28284152    28284152    28284152    28284152
          1       l2_subp0_total_write_sector_queries  1013764337  1013764337  1013764337  1013764337
          1       l2_subp1_total_write_sector_queries  1063032067  1063032067  1063032067  1063032067
          1                         elapsed_cycles_sm  2.4730e+11  2.4730e+11  2.4730e+11  2.4730e+11
          1                              generic_load    65167440    65167440    65167440    65167440
          1                             generic_store   426094800   426094800   426094800   426094800
          1                               global_load     1253228     1253228     1253228     1253228
          1                              global_store          33          33          33          33
          1                                local_load   160413344   160413344   160413344   160413344
          1                               local_store   105271652   105271652   105271652   105271652
