==442460== NVPROF is profiling process 442460, command: ./0123HomeWork 64 256
==442460== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==442460== Profiling application: ./0123HomeWork 64 256
==442460== Profiling result:
==442460== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-PCIE-16GB (0)"
    Kernel: find_hash(int, int)
          1                     fb_subp0_read_sectors      515100      515100      515100      515100
          1                     fb_subp1_read_sectors      457810      457810      457810      457810
          1                    fb_subp0_write_sectors    62610243    62610243    62610243    62610243
          1                    fb_subp1_write_sectors    51185003    51185003    51185003    51185003
          1              l2_subp0_write_sector_misses    62079575    62079575    62079575    62079575
          1              l2_subp1_write_sector_misses    62150308    62150308    62150308    62150308
          1               l2_subp0_read_sector_misses      585192      585192      585192      585192
          1               l2_subp1_read_sector_misses      483960      483960      483960      483960
          1          l2_subp0_read_tex_sector_queries     6000150     6000150     6000150     6000150
          1          l2_subp1_read_tex_sector_queries     6112608     6112608     6112608     6112608
          1         l2_subp0_write_tex_sector_queries   232742048   232742048   232742048   232742048
          1         l2_subp1_write_tex_sector_queries   232897825   232897825   232897825   232897825
          1             l2_subp0_read_tex_hit_sectors     6756616     6756616     6756616     6756616
          1             l2_subp1_read_tex_hit_sectors     6989950     6989950     6989950     6989950
          1            l2_subp0_write_tex_hit_sectors   169552004   169552004   169552004   169552004
          1            l2_subp1_write_tex_hit_sectors   169657613   169657613   169657613   169657613
          1        l2_subp0_total_read_sector_queries     5976118     5976118     5976118     5976118
          1        l2_subp1_total_read_sector_queries     6099106     6099106     6099106     6099106
          1       l2_subp0_total_write_sector_queries   183412184   183412184   183412184   183412184
          1       l2_subp1_total_write_sector_queries   183574865   183574865   183574865   183574865
          1                         elapsed_cycles_sm  1355249236  1355249236  1355249236  1355249236
          1                              generic_load    13739856    13739856    13739856    13739856
          1                             generic_store    89837520    89837520    89837520    89837520
          1                               global_load      264740      264740      264740      264740
          1                              global_store          33          33          33          33
          1                                local_load    28096544    28096544    28096544    28096544
          1                               local_store    18464960    18464960    18464960    18464960
