==202258== NVPROF is profiling process 202258, command: ./0123HomeWork 16 1
==202258== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==202258== Profiling application: ./0123HomeWork 16 1
==202258== Profiling result:
==202258== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-PCIE-16GB (0)"
    Kernel: find_hash(int, int)
          1                     fb_subp0_read_sectors           5           5           5           5
          1                     fb_subp1_read_sectors           4           4           4           4
          1                    fb_subp0_write_sectors        2336        2336        2336        2336
          1                    fb_subp1_write_sectors        2225        2225        2225        2225
          1              l2_subp0_write_sector_misses        2699        2699        2699        2699
          1              l2_subp1_write_sector_misses        2621        2621        2621        2621
          1               l2_subp0_read_sector_misses           1           1           1           1
          1               l2_subp1_read_sector_misses           6           6           6           6
          1          l2_subp0_read_tex_sector_queries       34677       34677       34677       34677
          1          l2_subp1_read_tex_sector_queries       49001       49001       49001       49001
          1         l2_subp0_write_tex_sector_queries     2229718     2229718     2229718     2229718
          1         l2_subp1_write_tex_sector_queries     2203643     2203643     2203643     2203643
          1             l2_subp0_read_tex_hit_sectors       36807       36807       36807       36807
          1             l2_subp1_read_tex_hit_sectors       47367       47367       47367       47367
          1            l2_subp0_write_tex_hit_sectors     2205815     2205815     2205815     2205815
          1            l2_subp1_write_tex_hit_sectors     2220095     2220095     2220095     2220095
          1        l2_subp0_total_read_sector_queries       37622       37622       37622       37622
          1        l2_subp1_total_read_sector_queries       52073       52073       52073       52073
          1       l2_subp0_total_write_sector_queries     2226842     2226842     2226842     2226842
          1       l2_subp1_total_write_sector_queries     2227371     2227371     2227371     2227371
          1                         elapsed_cycles_sm   634574566   634574566   634574566   634574566
          1                              generic_load      543088      543088      543088      543088
          1                             generic_store     3550960     3550960     3550960     3550960
          1                               global_load       10460       10460       10460       10460
          1                              global_store          33          33          33          33
          1                                local_load     1332384     1332384     1332384     1332384
          1                               local_store      875188      875188      875188      875188
